INTERSECTION,CAMERA ID,ADDRESS,VIOLATION DATE,VIOLATIONS,X COORDINATE,Y COORDINATE,LATITUDE,LONGITUDE,LOCATION,Month,Year,Week
CENTRAL AND CHICAGO,1973.0,5600 W CHICAGO AVENUE,2020-01-09,2,1138858.856732452,1904825.827586656,41.894962293,-87.765460791,"(41.89496229349977, -87.76546079122906)",January,2020,2
CALIFORNIA AND PETERSON,1311.0,6000 N CALIFORNIA AVE,2021-07-21,3,1156545.742699118,1939775.775541795,41.990527717,-87.699552084,"(41.990527717148176, -87.69955208405155)",July,2021,29
HALSTED AND MADISON,1871.0,1 S HALSTED STREET,2015-11-28,5,1171092.392868784,1900234.542088741,41.881717056,-87.647210539,"(41.88171705561901, -87.64721053920604)",November,2015,48
CERMAK AND PULASKI,2334.0,4000 W CERMAK,2019-02-28,3,1150018.476053666,1889120.238540361,41.851654369,-87.724882975,"(41.85165436867626, -87.7248829753078)",February,2019,9
PULASKI AND DIVISION,1801.0,1200 N PULASKI ROAD,2015-10-14,1,1149459.590666926,1907723.219884254,41.902713902,-87.726451457,"(41.902713901936174, -87.72645145715836)",October,2015,42
WESTERN AND DEVON,1211.0,6400 N WESTERN AVENUE,2015-01-01,3,1159113.585759434,1942451.622367891,41.997817807,-87.690033035,"(41.997817807026, -87.69003303469276)",January,2015,1
MILWAUKEE AND CENTRAL,3022.0,5232 N MILWAUKEE AVE,2022-04-09,7,1138074.161743901,1934115.431678809,41.975350275,-87.767632985,"(41.97535027477604, -87.76763298459159)",April,2022,14
HALSTED AND MADISON,1872.0,1 N HALSTED STREET,2020-01-25,3,1171090.967986833,1900270.454015136,41.881815632,-87.647214717,"(41.88181563164203, -87.64721471704077)",January,2020,4
PULASKI AND ARCHER,2153.0,5000 S ARCHER AVE,2020-01-27,1,1150501.818909837,1871162.311703322,41.802365973,-87.723576766,"(41.80236597333895, -87.72357676611004)",January,2020,5
CLARK AND IRVING PARK,1093.0,1300 W IRVING PARK ROAD,2021-09-07,6,1166777.545456989,1926719.73687357,41.954487567,-87.662293496,"(41.95448756687966, -87.66229349585691)",September,2021,36
HALSTED AND DIVISION,1711.0,1200 N HALSTED,2021-01-25,7,1170746.639428735,1908242.256010774,41.903698308,-87.648245351,"(41.90369830765008, -87.64824535062563)",January,2021,4
VAN BUREN AND WESTERN,2052.0,400 S WESTERN AVENUE,2016-10-22,50,1160431.682297829,1898091.942371589,41.876064776,-87.686415631,"(41.87606477642526, -87.68641563098768)",October,2016,42
CALIFORNIA AND DEVON,1323.0,2800 W DEVON AVENUE,2018-02-28,3,1156484.528078038,1942377.980662191,41.997669523,-87.699706423,"(41.99766952286052, -87.69970642324591)",February,2018,9
WESTERN AND FOSTER,1074.0,2400 W FOSTER AVE,2014-08-27,2,1159379.402846887,1934502.712486132,41.97600019,-87.689275084,"(41.97600018976586, -87.68927508385399)",August,2014,35
KEDZIE AND 71ST,2352.0,7100 S KEDZIE AVENUE,2021-05-11,2,1156225.540366296,1857330.103443232,41.764295037,-87.702957162,"(41.764295036756856, -87.70295716211793)",May,2021,19
COLUMBUS AND ILLINOIS,1952.0,500 N COLUMBUS DRIVE,2022-09-22,3,1178372.808407292,1903693.06016042,41.891044569,-87.620371839,"(41.891044569124276, -87.620371839074)",September,2022,38
CENTRAL AND FULLERTON,1442.0,2400 N CENTRAL AVENUE,2020-09-03,2,1138603.468418662,1915431.058212414,41.924068922,-87.766141214,"(41.92406892227644, -87.76614121413186)",September,2020,36
WESTERN AND 63RD,2373.0,2400 W 63RD ST,2023-03-26,3,1161444.415758584,1862848.534703658,41.779331844,-87.683675761,"(41.77933184429814, -87.68367576084798)",March,2023,12
ELSTON AND LAWRENCE,1284.0,4440 W LAWRENCE AVENUE,2015-12-25,6,1145715.061027481,1931571.0474838,41.968226398,-87.739599251,"(41.96822639754791, -87.73959925065756)",December,2015,52
WESTERN AND MARQUETTE,2674.0,2400 W MARQUETTE ROAD,2023-06-02,10,1161509.889315231,1860208.627404126,41.772086214,-87.683508858,"(41.772086214104526, -87.68350885781568)",June,2023,22
CICERO AND WASHINGTON,1891.0,100 N CICERO AVENUE,2014-07-06,20,1144328.984091479,1900095.170838459,41.88187971,-87.745489247,"(41.88187970991601, -87.7454892473012)",July,2014,27
HALSTED AND FULLERTON,1704.0,800 W FULLERTON AVENUE,2022-07-30,7,1170525.624723311,1916208.443992778,41.925562791,-87.648823641,"(41.92556279107417, -87.64882364145232)",July,2022,30
CICERO AND HARRISON,2023.0,4800 W HARRISON STREET,2015-04-15,1,1144451.867388303,1896949.561959463,41.873245464,-87.745117179,"(41.873245464379586, -87.7451171788807)",April,2015,16
55TH AND WESTERN,2213.0,2400 W 55TH STREET,2021-07-24,3,1161277.012730599,1868185.749490228,41.793981347,-87.684141741,"(41.7939813465735, -87.68414174128355)",July,2021,29
FOSTER AND BROADWAY,1113.0,1200 W FOSTER AVE,2021-07-23,3,1167357.095930752,1934721.393266777,41.97643192,-87.659931806,"(41.97643192018459, -87.65993180604016)",July,2021,29
CENTRAL AND FULLERTON,1444.0,5600 W FULLERTON AVENU,2018-04-28,3,1138627.279189421,1915438.969256439,41.924090199,-87.76605353,"(41.92409019883488, -87.76605353016079)",April,2018,17
ASHLAND AND 95TH,2473.0,1600 W 95TH STREET,2017-12-23,4,1167323.753394196,1841755.029221382,41.721324412,-87.662724153,"(41.721324411975246, -87.66272415265087)",December,2017,51
LASALLE AND KINZIE,1923.0,140 W KINZIE,2017-06-19,3,1175048.09765242,1903028.894760294,41.889297219,-87.632601648,"(41.88929721947309, -87.63260164817305)",June,2017,25
PULASKI AND FOSTER,1102.0,5200 N PULASKI RD,2016-08-18,4,1148746.251286324,1934286.914361976,41.97562074,-87.728383135,"(41.97562073966174, -87.72838313514907)",August,2016,33
STATE AND 79TH,2654.0,1 E 79TH STREET,2015-06-01,16,1177680.113652821,1852598.313477786,41.750852096,-87.624463832,"(41.75085209551078, -87.62446383210285)",June,2015,23
HALSTED AND MADISON,1871.0,1 S HALSTED STREET,2022-07-22,5,1171092.392868784,1900234.542088741,41.881717056,-87.647210539,"(41.88171705561901, -87.64721053920604)",July,2022,29
WESTERN AND NORTH,1853.0,2400 W NORTH AVE,2016-01-19,1,1160100.839010995,1910612.783367238,41.910429862,-87.687284221,"(41.91042986235867, -87.68728422050837)",January,2016,3
PETERSON AND WESTERN,1014.0,2400 W PETERSON,2016-04-08,6,1159214.211316277,1939825.301874586,41.99060901,-87.689735481,"(41.990609009807294, -87.68973548092968)",April,2016,14
CLARK AND FULLERTON,1632.0,2400 N CLARK ST,2020-07-17,2,1172749.562209477,1916238.997132859,41.925597623,-87.640650973,"(41.925597623023144, -87.64065097309872)",July,2020,29
ARCHER AND CICERO,2084.0,5400 S ARCHER AVE,2022-06-03,3,1145209.426392053,1869810.657411975,41.798758208,-87.743020541,"(41.798758207843264, -87.74302054146467)",June,2022,22
LAWRENCE AND WESTERN,1193.0,2400 W LAWRENCE AVENUE,2019-12-02,2,1159482.648570304,1931851.989492596,41.968724349,-87.688968727,"(41.96872434882172, -87.68896872699601)",December,2019,49
HALSTED AND 95TH,2582.0,9500 S HALSTED STREET,2020-05-15,3,1172610.538363645,1841811.61926207,41.721365061,-87.643358042,"(41.72136506078306, -87.64335804234075)",May,2020,20
HALSTED AND 95TH,2582.0,9500 S HALSTED STREET,2020-10-30,3,1172610.538363645,1841811.61926207,41.721365061,-87.643358042,"(41.72136506078306, -87.64335804234075)",October,2020,44
ASHLAND AND LAWRENCE,1143.0,1600 W LAWRENCE AVENUE,2023-08-06,5,1164771.946929007,1931988.254061312,41.968987457,-87.669516307,"(41.96898745654617, -87.66951630654926)",August,2023,31
119TH AND HALSTED,2402.0,11900 S HALSTED,2018-04-26,4,1173094.774616191,1825911.054609338,41.677720829,-87.642051845,"(41.67772082924762, -87.64205184498218)",April,2018,17
KEDZIE AND 71ST,2354.0,3200 W 71ST STREET,2014-10-25,2,1156246.862901455,1857404.014959868,41.764497433,-87.702877023,"(41.76449743256955, -87.70287702335861)",October,2014,43
MONTROSE AND WESTERN,1224.0,2400 W MONTROSE AVENUE,2016-03-22,2,1159562.971802959,1929191.337701253,41.961421726,-87.68874698,"(41.961421726406314, -87.68874697983858)",March,2016,12
PULASKI AND 79TH,2492.0,7900 S PULASKI ROAD,2014-11-16,2,1151054.87395657,1851842.663854121,41.749339,-87.722052091,"(41.74933900008238, -87.72205209091501)",November,2014,46
FOSTER AND NAGLE,1034.0,6400 W FOSTER,2020-09-05,7,1132552.893142153,1934229.875527466,41.975762574,-87.787934296,"(41.97576257447203, -87.7879342955108)",September,2020,36
ASHLAND AND 87TH,2454.0,1600 W 87TH ST,2021-04-25,7,1167171.941297436,1847064.855345151,41.735898617,-87.663128781,"(41.735898617066006, -87.66312878090133)",April,2021,16
CANAL AND ROOSEVELT,2291.0,1200 S CANAL STREET,2018-03-04,5,1173268.771030949,1894952.634878732,41.867175125,-87.639375813,"(41.86717512472001, -87.63937581258092)",March,2018,9
KEDZIE AND 26TH,2382.0,2600 S KEDZIE AVENUE,2020-01-05,3,1155404.235510285,1886524.460033054,41.844424831,-87.705185452,"(41.84442483084393, -87.70518545233183)",January,2020,1
55TH AND WESTERN,2213.0,2400 W 55TH STREET,2016-02-27,6,1161277.012730599,1868185.749490228,41.793981347,-87.684141741,"(41.7939813465735, -87.68414174128355)",February,2016,8
KOSTNER AND NORTH,2012.0,4400 W GRAND AVE,2019-11-05,2,1146773.519128439,1910425.663958581,41.91018141,-87.73624887,"(41.910181409597406, -87.73624887040725)",November,2019,45
WESTERN AND 63RD,2371.0,6300 S WESTERN AVE,2021-11-07,6,1161415.712688877,1862772.38856596,41.779123484,-87.683783099,"(41.77912348383963, -87.68378309863576)",November,2021,44
KOSTNER AND NORTH,2012.0,4400 W GRAND AVE,2021-06-06,10,1146773.519128439,1910425.663958581,41.91018141,-87.73624887,"(41.910181409597406, -87.73624887040725)",June,2021,22
CICERO AND ADDISON,1611.0,3600 N CICERO AVENUE,2021-07-15,8,1143698.904601495,1923517.005821035,41.946163524,-87.747215169,"(41.94616352362556, -87.74721516897007)",July,2021,28
79TH AND HALSTED,2543.0,800 W 79TH STREET,2020-04-11,3,1172320.105719411,1852517.9814434,41.750751157,-87.644107793,"(41.75075115747316, -87.64410779300933)",April,2020,15
CICERO AND WASHINGTON,1892.0,100 N CICERO AVENUE,2015-06-18,2,1144328.984091479,1900095.170838459,41.88187971,-87.745489247,"(41.88187970991601, -87.7454892473012)",June,2015,25
CICERO AND CHICAGO,1783.0,4800 W CHICAGO AVENUE,2019-01-25,2,1144175.291152764,1904916.255225279,41.895112219,-87.745932427,"(41.89511221857764, -87.74593242701515)",January,2019,4
CICERO AND PETERSON,1202.0,6000 N CICERO AVENUE,2016-04-13,4,1143247.733553094,1939479.342905704,41.989973915,-87.748473024,"(41.98997391514614, -87.74847302426933)",April,2016,15
LARAMIE AND FULLERTON,1424.0,5200 W FULLERTON AVENUE,2022-08-25,6,1141305.554932016,1915502.611239048,41.924215797,-87.756210755,"(41.92421579723144, -87.75621075458939)",August,2022,34
CENTRAL AND MILWAUKEE,3032.0,5232 N CENTRAL AVE,2022-10-13,3,1137802.482559734,1934544.360556488,41.976532211,-87.768621661,"(41.976532211352456, -87.76862166095856)",October,2022,41
55TH AND WESTERN,2212.0,5500 S WESTERN AVE,2018-09-16,5,1161269.521335262,1867963.111601251,41.793370554,-87.684175377,"(41.79337055433029, -87.6841753767592)",September,2018,37
WESTERN AND MARQUETTE,2674.0,2400 W MARQUETTE ROAD,2021-08-24,4,1161509.889315231,1860208.627404126,41.772086214,-87.683508858,"(41.772086214104526, -87.68350885781568)",August,2021,34
SACRAMENTO AND LAKE,1822.0,150 N SACRAMENTO BOUL,2015-04-09,6,1156319.560664766,1900957.489351962,41.884012178,-87.701436479,"(41.88401217771363, -87.7014364786693)",April,2015,15
WESTERN AND 79TH,2481.0,7900 S WESTERN AVE,2016-01-05,2,1161711.516404028,1852181.685686118,41.750054934,-87.682992203,"(41.750054933649984, -87.68299220290213)",January,2016,1
71ST AND ASHLAND,2391.0,7100 S ASHLAND,2021-10-31,1,1166868.379865725,1857616.168087255,41.764859382,-87.663940176,"(41.764859382425385, -87.66394017630476)",October,2021,43
SACRAMENTO AND LAKE,1822.0,150 N SACRAMENTO BOUL,2015-11-21,9,1156319.560664766,1900957.489351962,41.884012178,-87.701436479,"(41.88401217771363, -87.7014364786693)",November,2015,47
HAMLIN AND LAKE,1881.0,300 N HAMLIN AVENUE,2019-11-12,3,1150970.026856642,1901381.688308858,41.885282636,-87.721069539,"(41.88528263580913, -87.72106953854511)",November,2019,46
STONEY ISLAND AND 79TH,2461.0,7900 S SOUTH CHICAGO AVE,2021-01-31,2,1188274.655498937,1852865.685797892,41.751339705,-87.585632266,"(41.751339704589455, -87.58563226565187)",January,2021,4
PULASKI AND FULLERTON,1484.0,4000 W FULLERTON AVE,2020-07-20,14,1149303.081963737,1915695.275222648,41.924593022,-87.726819268,"(41.92459302175305, -87.7268192684032)",July,2020,30
CENTRAL AND MILWAUKEE,3032.0,5232 N CENTRAL AVE,2020-04-14,2,1137802.482559734,1934544.360556488,41.976532211,-87.768621661,"(41.976532211352456, -87.76862166095856)",April,2020,16
LAWRENCE AND CICERO,1041.0,4800 N CICERO AVE,2021-12-09,8,1143464.651785526,1931490.551883203,41.968048007,-87.747875985,"(41.968048007293845, -87.74787598468126)",December,2021,49
KEDZIE AND 71ST,2354.0,3200 W 71ST STREET,2023-04-22,6,1156246.862901455,1857404.014959868,41.764497433,-87.702877023,"(41.76449743256955, -87.70287702335861)",April,2023,16
CENTRAL AND BELMONT,1604.0,5600 W BELMONT AVENUE,2023-06-01,5,1138453.617438343,1920755.972768412,41.938683775,-87.766562494,"(41.93868377475747, -87.76656249384537)",June,2023,22
55TH AND WESTERN,2213.0,2400 W 55TH STREET,2018-05-25,15,1161277.012730599,1868185.749490228,41.793981347,-87.684141741,"(41.7939813465735, -87.68414174128355)",May,2018,21
PULASKI AND DIVISION,1801.0,1200 N PULASKI ROAD,2020-11-15,1,1149459.590666926,1907723.219884254,41.902713902,-87.726451457,"(41.902713901936174, -87.72645145715836)",November,2020,46
MICHIGAN AND ONTARIO,3084.0,100 E ONTARIO ST,2021-02-08,2,1177006.928692496,1904549.656773295,41.893426147,-87.625362025,"(41.89342614670784, -87.62536202456768)",February,2021,6
99TH AND HALSTED,2433.0,800 W 99TH ST,2021-11-11,12,1172710.642565684,1839246.330602143,41.714323337,-87.643066714,"(41.71432333701137, -87.64306671421937)",November,2021,45
ARCHER/NARRAGANSETT AND 55TH,2073.0,6400 W ARCHER AVE,2014-09-01,5,1134629.248133949,1867443.543796524,41.792455256,-87.78187685,"(41.79245525550523, -87.78187684987694)",September,2014,36
COTTAGE GROVE AND 71ST,2571.0,7100 S COTTAGE GROVE,2015-10-26,1,1182746.23698699,1858088.011064538,41.765800351,-87.605729127,"(41.76580035131893, -87.6057291269901)",October,2015,44
ELSTON AND ADDISON,1403.0,3216 W ADDISON ST,2020-12-14,7,1154199.729816868,1923799.345386665,41.946734755,-87.708609774,"(41.946734754927796, -87.7086097735515)",December,2020,51
HALSTED AND 95TH,2581.0,9500 S HALSTED STREET,2018-06-17,6,1172610.538363645,1841811.61926207,41.721365061,-87.643358042,"(41.72136506078306, -87.64335804234075)",June,2018,24
111TH AND HALSTED,2424.0,800 W 111TH ST,2017-03-20,2,1172945.404219168,1831282.917027882,41.692465363,-87.642440901,"(41.692465363421874, -87.64244090105778)",March,2017,12
PULASKI AND 63RD,2342.0,6300 S PULASKI RD,2022-10-24,3,1150746.00309079,1862516.747695325,41.778636469,-87.722906356,"(41.77863646878099, -87.72290635568541)",October,2022,43
FOSTER AND BROADWAY,1113.0,1200 W FOSTER AVE,2016-04-15,2,1167357.095930752,1934721.393266777,41.97643192,-87.659931806,"(41.97643192018459, -87.65993180604016)",April,2016,15
JEFFERY AND 95TH,2523.0,2000 E 95TH ST,2018-05-07,2,1191188.381103057,1842410.411853539,41.722579473,-87.575292523,"(41.722579473126416, -87.57529252250366)",May,2018,19
SACRAMENTO AND CHICAGO,1812.0,800 N SACRAMENTO AVEN,2018-09-20,2,1156039.008141929,1905193.084100581,41.895640714,-87.702352328,"(41.89564071387542, -87.70235232767416)",September,2018,38
ADDISON AND HARLEM,1593.0,7200 W ADDISON,2015-06-21,3,1127417.488447099,1923123.407710965,41.945373358,-87.807070326,"(41.94537335809189, -87.80707032561135)",June,2015,25
ROOSEVELT AND HALSTED,2234.0,800 W ROOSEVELT ROAD,2020-06-25,16,1171199.282357741,1894968.056393724,41.867263098,-87.646972686,"(41.86726309836901, -87.64697268601648)",June,2020,26
OGDEN AND KOSTNER,2222.0,2348 S KOSTNER AVENUE,2023-06-12,8,1147394.548182079,1887795.177782082,41.848068845,-87.734547457,"(41.8480688449598, -87.73454745748458)",June,2023,24
KIMBALL AND DIVERSEY,1583.0,3400 W DIVERSEY AVENUE,2017-08-25,2,1153211.149172713,1918454.477800566,41.932087747,-87.71238583,"(41.932087747378944, -87.71238582951281)",August,2017,34
CICERO AND WASHINGTON,1892.0,100 N CICERO AVENUE,2019-09-27,8,1144328.984091479,1900095.170838459,41.88187971,-87.745489247,"(41.88187970991601, -87.7454892473012)",September,2019,39
LARAMIE AND MADISON,2043.0,5200 W MADISON STREET,2017-02-27,2,1141706.965522802,1899567.55684314,41.880480752,-87.755130433,"(41.88048075170171, -87.75513043296509)",February,2017,9
ASHLAND AND 95TH,2473.0,1600 W 95TH STREET,2021-05-08,12,1167323.753394196,1841755.029221382,41.721324412,-87.662724153,"(41.721324411975246, -87.66272415265087)",May,2021,18
PULASKI AND IRVING PARK,1572.0,4000 N PULASKI ROAD,2022-05-18,4,1148970.255325552,1926313.600468643,41.953737051,-87.727766612,"(41.95373705144353, -87.72776661179896)",May,2022,20
KEDZIE AND ARMITAGE,1832.0,2000 N KEDZIE AVENUE,2022-03-19,2,1154684.031809326,1913129.496340896,41.917446172,-87.707116072,"(41.91744617191702, -87.70711607187832)",March,2022,11
ASHLAND AND LAWRENCE,1143.0,1600 W LAWRENCE AVENUE,2023-07-10,3,1164771.946929007,1931988.254061312,41.968987457,-87.669516307,"(41.96898745654617, -87.66951630654926)",July,2023,28
STONY ISLAND/CORNELL AND 67TH,2731.0,6700 S CORNELL DRIVE,2022-10-15,29,1188316.454860734,1860851.137456735,41.77325149,-87.5852246,"(41.77325148959568, -87.58522459967712)",October,2022,41
WESTERN AND 63RD,2371.0,6300 S WESTERN AVE,2017-03-26,4,1161415.712688877,1862772.38856596,41.779123484,-87.683783099,"(41.77912348383963, -87.68378309863576)",March,2017,12
CALIFORNIA AND PETERSON,1311.0,6000 N CALIFORNIA AVE,2021-02-25,1,1156545.742699118,1939775.775541795,41.990527717,-87.699552084,"(41.990527717148176, -87.69955208405155)",February,2021,8
55TH and PULASKI,2242.0,5500 S PULASKI,2019-05-26,4,1150600.072649439,1867806.44512718,41.793155061,-87.723303765,"(41.793155060731024, -87.72330376464247)",May,2019,21
DAMEN AND DIVERSEY,1464.0,2000 W DIVERSEY PARKWAY,2017-05-29,3,1162519.714934025,1918635.417634925,41.932394164,-87.678173031,"(41.93239416403691, -87.67817303087757)",May,2017,22
CICERO AND NORTH,2034.0,4800 W NORTH AVENUE,2019-05-31,2,1144053.733747163,1910243.80567041,41.90973389,-87.746244973,"(41.909733890131285, -87.74624497295898)",May,2019,22
LAKE SHORE DR AND BELMONT,1413.0,400 W BELMONT AVE,2023-07-17,76,1172981.744869382,1921577.376128802,41.940241193,-87.639639114,"(41.94024119325571, -87.63963911427594)",July,2023,29
WESTERN AND FULLERTON,1672.0,2400 N WESTERN AVENUE,2022-01-21,1,1159923.309342995,1915897.778561358,41.924935944,-87.687790255,"(41.92493594409127, -87.68779025471278)",January,2022,3
SACRAMENTO AND LAKE,1821.0,150 N SACRAMENTO BOUL,2023-01-04,1,1156319.560664766,1900957.489351962,41.884012178,-87.701436479,"(41.88401217771363, -87.7014364786693)",January,2023,1
DAMEN AND DIVERSEY,1464.0,2000 W DIVERSEY PARKWAY,2014-10-24,2,1162519.714934025,1918635.417634925,41.932394164,-87.678173031,"(41.93239416403691, -87.67817303087757)",October,2014,43
TOUHY AND OSCEOLA,1244.0,7432 W TOUHY AVENUE,2017-08-25,1,1125717.010560011,1947269.685461107,42.011661765,-87.812781431,"(42.01166176507329, -87.81278143114147)",August,2017,34
DAMEN AND 63RD,2701.0,6300 S DAMEN AVENUE,2019-09-06,3,1164069.407943298,1862830.277442834,41.779226921,-87.674052731,"(41.77922692069256, -87.67405273137854)",September,2019,36
CICERO AND DIVERSEY,1691.0,2800 N CICERO AVENUE,2021-11-25,9,1143863.647574835,1918202.018463414,41.931575608,-87.746743301,"(41.93157560844622, -87.74674330113561)",November,2021,47
ELSTON AND ADDISON,1403.0,3216 W ADDISON ST,2014-09-12,7,1154199.729816868,1923799.345386665,41.946734755,-87.708609774,"(41.946734754927796, -87.7086097735515)",September,2014,37
LAFAYETTE AND 87TH,2502.0,8700 S LAFAYETTE AVEN,2015-04-14,11,1177417.493180297,1847243.988223464,41.73616511,-87.625587569,"(41.73616511008592, -87.62558756899932)",April,2015,16
CICERO AND CHICAGO,1781.0,800 N CICERO AVENUE,2020-07-21,9,1144169.162482127,1904893.189220372,41.895049038,-87.745955516,"(41.89504903796389, -87.74595551626888)",July,2020,30
87TH AND VINCENNES,2413.0,848 W 87TH STREET,2015-05-10,14,1172002.531006759,1847197.326168367,41.736157546,-87.6454274,"(41.73615754630335, -87.64542740049411)",May,2015,19
HARLEM AND BELMONT,1394.0,7200 W BELMONT AVE,2020-05-21,4,1127504.698153561,1920475.415440844,41.938105479,-87.806809552,"(41.93810547939496, -87.80680955240743)",May,2020,21
SHERIDAN AND FOSTER,1134.0,1000 W FOSTER AVE,2018-04-12,5,1168689.247756979,1934758.578141654,41.976505116,-87.655031882,"(41.97650511595711, -87.65503188224778)",April,2018,15
WESTERN AND CERMAK,1002.0,2200 S WESTERN AVENUE,2020-03-09,2,1160669.42562757,1889318.196820393,41.85198384,-87.685785704,"(41.85198383957328, -87.68578570420526)",March,2020,11
KOSTNER AND NORTH,2011.0,1600 N KOSTNER,2022-10-15,2,1146732.108679105,1910282.120990798,41.909788304,-87.736404667,"(41.90978830394343, -87.73640466739216)",October,2022,41
CANAL AND ROOSEVELT,2294.0,500 W ROOSEVELT ROAD,2019-05-08,4,1173290.72186561,1895021.166235495,41.867362693,-87.639293195,"(41.867362692616666, -87.63929319464197)",May,2019,19
LAKE SHORE DR AND BELMONT,1413.0,400 W BELMONT AVE,2014-12-23,40,1172981.744869382,1921577.376128802,41.940241193,-87.639639114,"(41.94024119325571, -87.63963911427594)",December,2014,52
LARAMIE AND FULLERTON,1424.0,5200 W FULLERTON AVENUE,2021-07-05,4,1141305.554932016,1915502.611239048,41.924215797,-87.756210755,"(41.92421579723144, -87.75621075458939)",July,2021,27
55TH and PULASKI,2242.0,5500 S PULASKI,2016-12-13,1,1150600.072649439,1867806.44512718,41.793155061,-87.723303765,"(41.793155060731024, -87.72330376464247)",December,2016,50
DIVERSEY AND AUSTIN,1453.0,6000 W DIVERSEY AVENUE,2021-10-01,2,1135895.736169343,1918029.70673837,41.931248624,-87.776028612,"(41.931248623643455, -87.77602861172493)",October,2021,39
LARAMIE AND MADISON,2043.0,5200 W MADISON STREET,2020-10-21,9,1141706.965522802,1899567.55684314,41.880480752,-87.755130433,"(41.88048075170171, -87.75513043296509)",October,2020,43
HALSTED AND NORTH,1761.0,1600 N HALSTED STREET,2021-06-25,1,1170678.283433825,1910880.991397547,41.910940644,-87.648419043,"(41.91094064391597, -87.64841904272998)",June,2021,25
CERMAK AND PULASKI,2332.0,2200 S PULASKI,2017-12-02,4,1150012.876838243,1889071.75851865,41.851521442,-87.724904787,"(41.85152144233116, -87.7249047867499)",December,2017,48
HARLEM AND BELMONT,1394.0,7200 W BELMONT AVE,2014-11-08,7,1127504.698153561,1920475.415440844,41.938105479,-87.806809552,"(41.93810547939496, -87.80680955240743)",November,2014,45
KOSTNER AND NORTH,2011.0,1600 N KOSTNER,2015-04-08,1,1146732.108679105,1910282.120990798,41.909788304,-87.736404667,"(41.90978830394343, -87.73640466739216)",April,2015,15
HALSTED AND NORTH,1764.0,800 W NORTH AVENUE,2019-09-08,9,1170700.68422007,1910913.190749698,41.91102851,-87.648335806,"(41.91102850981186, -87.64833580602037)",September,2019,36
SACRAMENTO AND LAKE,1822.0,150 N SACRAMENTO BOUL,2014-11-10,1,1156319.560664766,1900957.489351962,41.884012178,-87.701436479,"(41.88401217771363, -87.7014364786693)",November,2014,46
WENTWORTH AND GARFIELD,2264.0,200 W GARFIELD BLVD,2021-03-28,21,1175889.574397302,1868551.750512227,41.794670385,-87.630547476,"(41.79467038468937, -87.63054747605638)",March,2021,12
LAFAYETTE AND 87TH,2503.0,30 W 87TH STREET,2015-12-14,16,1177407.651800237,1847320.772058312,41.736376037,-87.625621311,"(41.736376036604916, -87.62562131092602)",December,2015,51
CHICAGO AND CLARK,1964.0,100 W CHICAGO AVENUE,2021-05-14,7,1175374.528739575,1905745.47783364,41.896744347,-87.631321248,"(41.896744346875806, -87.63132124815151)",May,2021,19
TOUHY AND OSCEOLA,1244.0,7432 W TOUHY AVENUE,2016-01-27,1,1125717.010560011,1947269.685461107,42.011661765,-87.812781431,"(42.01166176507329, -87.81278143114147)",January,2016,4
STONY ISLAND/CORNELL AND 67TH,2731.0,6700 S CORNELL DRIVE,2017-09-21,17,1188316.454860734,1860851.137456735,41.77325149,-87.5852246,"(41.77325148959568, -87.58522459967712)",September,2017,38
LAWRENCE AND CICERO,1042.0,4800 N CICERO AVENUE,2022-07-12,3,1143464.651785526,1931490.551883203,41.968048007,-87.747875985,"(41.968048007293845, -87.74787598468126)",July,2022,28
PULASKI AND BELMONT,1382.0,3200 N PULASKI RD,2016-11-08,2,1149125.621478734,1920994.556178086,41.939138154,-87.72733371,"(41.939138153500274, -87.7273337101426)",November,2016,45
WESTERN AND FULLERTON,1672.0,2400 N WESTERN AVENUE,2018-11-04,1,1159923.309342995,1915897.778561358,41.924935944,-87.687790255,"(41.92493594409127, -87.68779025471278)",November,2018,44
KEDZIE AND 63RD,2364.0,3200 W 63RD ST,2017-02-17,2,1156103.348831225,1862717.565210739,41.779081505,-87.703260365,"(41.77908150488341, -87.70326036544745)",February,2017,7
71ST AND ASHLAND,2394.0,1600 W 71ST,2019-01-28,1,1166890.012333149,1857674.2502247,41.765018306,-87.66385923,"(41.76501830555763, -87.66385923012646)",January,2019,5
SHERIDAN AND FOSTER,1132.0,5200 N SHERIDAN ROAD,2021-06-04,4,1168661.623718229,1934753.842272756,41.976492721,-87.655133605,"(41.97649272077833, -87.65513360456677)",June,2021,22
FULLERTON AND NARRAGANSETT,1553.0,6400 W FULLERTON AVENU,2015-07-19,3,1133317.594499059,1915293.661305931,41.923786189,-87.785567206,"(41.92378618871128, -87.78556720562165)",July,2015,29
55TH and PULASKI,2244.0,4000 W 55TH ST,2015-02-02,1,1150621.676903861,1867864.274865394,41.793313334,-87.723223038,"(41.79331333358753, -87.72322303812588)",February,2015,6
RIDGE AND CLARK,1052.0,5930 N CLARK STREET,2015-07-13,4,1164554.784723473,1939388.511516442,41.98929863,-87.670104121,"(41.98929863013193, -87.67010412112992)",July,2015,29
FOSTER AND BROADWAY,1113.0,1200 W FOSTER AVE,2018-05-10,3,1167357.095930752,1934721.393266777,41.97643192,-87.659931806,"(41.97643192018459, -87.65993180604016)",May,2018,19
95TH AND STONEY ISLAND,2514.0,1600 E 95TH STREET,2015-02-24,3,1188537.746187743,1842339.840767953,41.722449457,-87.585003569,"(41.72244945701069, -87.58500356910938)",February,2015,9
